Sheet = "8102-PART1.pdf"
-------------
"SWCLLI","POPID","BEGDATE","ENDDATE","REPLDATE"
"BTRGLAGW0GT","3710","10/1/99","9/30/06","-"
"BTRGLAGWDS0","3710","10/1/99","9/30/06","-"
"BTRGLAGWDS1","3710","10/1/99","9/30/06","-"
"BTRGLAGWDS2","3710","10/1/99","9/30/06","-"
"BTRGLAGWIMD","3710","10/1/99","9/30/06","-"
"BTRGLAGWTMD","3710","10/1/99","9/30/06","-"
"BTRGLAHRDS0","3710","10/1/99","9/30/06","-"
"BTRGLAISCG0","3710","10/1/99","9/30/06","-"
"BTRGLAKZCM1","3710","10/1/99","9/30/06","-"
"BTRGLAKZDS0","3710","10/1/99","9/30/06","-"
"BTRGLAMACM2","3710","10/1/99","9/30/06","-"
"BTRGLAMADS0","3710","10/1/99","9/30/06","-"
"BTRGLAMADS1","3710","10/1/99","9/30/06","-"
"BTRGLAMADS2","3710","10/1/99","9/30/06","-"
"BTRGLAMAXFX","3710","10/1/99","9/30/06","-"
"BTRGLAOHDS0","3710","10/1/99","9/30/06","-"
"BTRGLAPB1ZB","3710","10/1/99","9/30/06","-"
"BTRGLASBDS0","3710","10/1/99","9/30/06","-"
"BTRGLASWDS0","3710","10/1/99","9/30/06","-"
"BTRGLAWNDS0","3710","10/1/99","9/30/06","-"
"BTRGLAXH00A","3710","10/1/99","9/30/06","-"
"BTRGLAXHDS0","3710","10/1/99","9/30/06","-"
"BTRGUTQACM1","4565","10/1/99","9/30/06","-"
"BTRHLADVDS0","3710","10/1/99","9/30/06","-"
"BTRNWIXARS0","4670","10/1/99","9/30/06","-"
"BTSNTXXARS1","2080","10/1/99","9/30/06","-"
"BTSPTNMARS0","4410","10/1/99","9/30/06","-"
"BTSTOKXARS1","4230","10/1/99","9/30/06","-"
"BTTWILXERS0","3900","10/1/99","9/30/06","-"
"BTTWKYXARS0","3680","10/1/99","9/30/06","-"
"BTTWPABURS0","2060","10/1/99","9/30/06","-"
"BTTYNV12RS0","4110","10/1/99","9/30/06","-"
"BTVIINXARS0","8467","10/1/99","9/30/06","-"
"BTVIOHXARS0","4215","10/1/99","9/30/06","-"
"BTVLARNODS0","3060","10/1/99","9/30/06","-"
"BTVLARSORS1","3060","10/1/99","9/30/06","-"
"BTVLGAXARS1","3337","10/1/99","9/30/06","-"
"BTVLINXAH01","8467","10/1/99","9/30/06","-"
"BTVLINXARSM","8467","10/1/99","9/30/06","-"
"BTVLKYXARS2","3670","10/1/99","9/30/06","-"
"BTVLMDBVDS0","3221","10/1/99","9/30/06","-"
"BTVLMDCKCM1","3221","10/1/99","9/30/06","-"
"BTVLMDCKCM2","3221","10/1/99","9/30/06","-"
"BTVLMDCKCM3","3221","10/1/99","9/30/06","-"
"BTVLMSDSRS9","3920","10/1/99","9/30/06","-"
"BTVLTXBVRS0","4540","10/1/99","9/30/06","-"
"BTWDNHXADS0","4060","10/1/99","9/30/06","-"
"BTWOMIATAMD","3435","10/1/99","9/30/06","-"
"BTWOMIBICM0","3795","10/1/99","9/30/06","-"
"BUDAILXDRS0","3500","10/1/99","9/30/06","-"
"BUDATXXADS0","4440","10/1/99","9/30/06","-"
"BUFDILBLRS0","3900","10/1/99","9/30/06","-"
"BUFRGABH94A","3337","10/1/99","9/30/06","-"
"BUFTMOHURS3","3900","10/1/99","9/30/06","-"
"BUFTNCXA728","4001","10/1/99","9/30/06","-"
"BUFTSC01CM7","4330","10/1/99","9/30/06","-"
"BUFTSCBGH01","4330","10/1/99","9/30/06","-"
"BUFTSCXA0MD","4330","10/1/99","9/30/06","-"
"BUFTSCXADS0","4330","10/1/99","9/30/06","-"
"BUFTSCXAH02","4330","10/1/99","9/30/06","-"
"BUGVTXXARS0","4560","10/1/99","9/30/06","-"
"BUHLIDAC1MD","8352","10/1/99","9/30/06","-"
"BUHLIDMARS1","8352","10/1/99","9/30/06","-"
"BUHLMNBURS2","8076","10/1/99","9/30/06","-"
"BUHLMNQACM1","8076","10/1/99","9/30/06","-"
"BULATXXARS0","4520","10/1/99","9/30/06","-"
"BULKMOXACM0","3905","10/1/99","9/30/06","-"
"BUMTCAXF84L","3105","10/1/99","9/30/06","-"
"BUMTKSXADS0","3660","10/1/99","9/30/06","-"
"BUMTMSMADS1","3920","10/1/99","9/30/06","-"
"BUMTTX14X2X","4450","10/1/99","9/30/06","-"
"BUMTTX760MD","4450","10/1/99","9/30/06","-"
"BUMTTX76XDX","4450","10/1/99","9/30/06","-"
"BUMTTX76XGX","4450","10/1/99","9/30/06","-"
"BUMTTX812MD","4450","10/1/99","9/30/06","-"
"BUMTTX814MD","4450","10/1/99","9/30/06","-"
"BUMTTX816MD","4450","10/1/99","9/30/06","-"
"BUMTTX817MD","4450","10/1/99","9/30/06","-"
"BUMTTX840MD","4450","10/1/99","9/30/06","-"
"BUMTTXATBMD","4450","10/1/99","9/30/06","-"
"BUMTTXATDS0","4450","10/1/99","9/30/06","-"
"BUMTTXCD6MD","4450","10/1/99","9/30/06","-"
"BUMTTXEK0MD","4450","10/1/99","9/30/06","-"
"BUMTTXTECG0","4450","10/1/99","9/30/06","-"
"BUMTTXTEDS0","4450","10/1/99","9/30/06","-"
"BUMTTXTWDS0","4450","10/1/99","9/30/06","-"
"BUMTTXUNDS1","4450","10/1/99","9/30/06","-"
"BUMTTXVIDS0","4450","10/1/99","9/30/06","-"
"BUNATXBURS0","4450","10/1/99","9/30/06","-"
"BUNKLAMARS1","3730","10/1/99","9/30/06","-"
"BUREILXARS0","3500","10/1/99","9/30/06","-"
"BURGILAHCM7","3435","10/1/99","9/30/06","-"
"BURGILAHCM8","3435","10/1/99","9/30/06","-"
"BURGILAJCM0","3435","10/1/99","9/30/06","-"
"BURGILAJCM1","3435","10/1/99","9/30/06","-"
"BURKSDXARS1","4370","10/1/99","9/30/06","-"
"BURLCA11RS0","3110","10/1/99","9/30/06","-"
"BURLCOACCM1","3190","10/1/99","9/30/06","-"
"BURLCOADCM1","3190","10/1/99","9/30/06","-"
"BURLCOXCDS0","3190","10/1/99","9/30/06","-"
"BURLIAADCM7","3380","10/1/99","9/30/06","-"
"BURLIAAOCM1","8523","10/1/99","9/30/06","-"
"BURLIATCDS0","8523","10/1/99","9/30/06","-"
"BURLIN01RSA","3590","10/1/99","9/30/06","-"
"BURLKSXADS0","3660","10/1/99","9/30/06","-"
"BURLKYBNRS0","4170","10/1/99","9/30/06","-"
"BURLMABEDS1","3740","10/1/99","9/30/06","-"
"BURLMADTCM0","3740","10/1/99","9/30/06","-"
"BURLMAEHCM1","3740","10/1/99","9/30/06","-"
"BURLMIXIRS0","3805","10/1/99","9/30/06","-"
"BURLNCDA56F","4015","10/1/99","9/30/06","-"
"BURLNCEL58F","4015","10/1/99","9/30/06","-"
"BURLNCHARS3","4015","10/1/99","9/30/06","-"
"BURLNJBUDS5","2120","10/1/99","9/30/06","-"
"BURLNJBURS3","2120","10/1/99","9/30/06","-"
"BURLOHXARS0","4206","10/1/99","9/30/06","-"
"BURLOKXARS1","4230","10/1/99","9/30/06","-"
"BURLOR62DS0","4262","10/1/99","9/30/06","-"
"BURLTXXARS0","4550","10/1/99","9/30/06","-"
"BURLVTMA04T","4645","10/1/99","9/30/06","-"
"BURLVTMADS0","4645","10/1/99","9/30/06","-"
"BURLVTSQDS0","4645","10/1/99","9/30/06","-"
"BURLWAXARS1","4655","10/1/99","9/30/06","-"
"BURLWAXXRS0","4655","10/1/99","9/30/06","-"
"BURLWI11RS0","2240","10/1/99","9/30/06","-"
"BURLWVXARS0","8304","10/1/99","9/30/06","-"
"BURLWYXCRS1","2030","10/1/99","9/30/06","-"
"BURNTXXADS0","4440","10/1/99","9/30/06","-"
"BURRNEXLRS0","4050","10/1/99","9/30/06","-"
"BURSLAMADS0","2152","10/1/99","9/30/06","-"
"BURTIAXODS0","3400","10/1/99","9/30/06","-"
"BUSHLAMADS0","2152","10/1/99","9/30/06","-"
"BUTTMT09DS0","3945","10/1/99","9/30/06","-"
"BUTTMT11CM1","3945","10/1/99","9/30/06","-"
"BUTTMT151MD","3945","10/1/99","9/30/06","-"
"BUTTMT18RS1","3945","10/1/99","9/30/06","-"
"BUTTMTAQCM1","3945","10/1/99","9/30/06","-"
"BUTTNDXARS6","4020","10/1/99","9/30/06","-"
"BUTTNERERS1","2262","10/1/99","9/30/06","-"
"BUVLALXADS0","8131","10/1/99","9/30/06","-"
"BUVLINXBRS0","8275","10/1/99","9/30/06","-"
"BUVLTN0100A","4385","10/1/99","9/30/06","-"
"BUVLTN01DS0","4385","10/1/99","9/30/06","-"
"BUVLTNXARS0","4385","10/1/99","9/30/06","-"
"BVCKMNXARS0","3855","10/1/99","9/30/06","-"
"BVCKORXADS1","4262","10/1/99","9/30/06","-"
"BVCYNEXHDS0","4040","10/1/99","9/30/06","-"
"BVDLPAXBRS0","8014","10/1/99","9/30/06","-"
"BVDMKYMADS0","3690","10/1/99","9/30/06","-"
"BVDMWI01DSA","2240","10/1/99","9/30/06","-"
"BVFLPABFDS0","2060","10/1/99","9/30/06","-"
"BVHLCA01DS0","4886","10/1/99","9/30/06","-"
"BVHLCA01DS1","3108","10/1/99","9/30/06","-"
"BVHLFLXADS0","3275","10/1/99","9/30/06","-"
"BVLYCA11RS0","2090","10/1/99","9/30/06","-"
"BVRCNEXLRS0","4050","10/1/99","9/30/06","-"
"BVRDOHXARS1","4200","10/1/99","9/30/06","-"
"BVRDVAXARS1","4622","10/1/99","9/30/06","-"
"BVRLKSXADS0","3650","10/1/99","9/30/06","-"
"BVRLMAELDS0","3740","10/1/99","9/30/06","-"
"BVRLOHXARS0","4190","10/1/99","9/30/06","-"
"BVSPCA11RS5","3090","10/1/99","9/30/06","-"
"BVTNMIVTDS0","3830","10/1/99","9/30/06","-"
"BVTNOR901MD","4262","10/1/99","9/30/06","-"
"BVTNOR90A01","4262","10/1/99","9/30/06","-"
"BVTNORCIDS0","4262","10/1/99","9/30/06","-"
"BVTNOROEDS0","4262","10/1/99","9/30/06","-"
"BVTNORXBDS1","4262","10/1/99","9/30/06","-"
"BVTNORXBDS2","4262","10/1/99","9/30/06","-"
"BVTNORXBRS1","4262","10/1/99","9/30/06","-"
"BVVLILXARS0","3585","10/1/99","9/30/06","-"
"BWBKMNBIRS8","8076","10/1/99","9/30/06","-"
"BWBLNDAACM1","4020","10/1/99","9/30/06","-"
"BWBLNDXARS2","4020","10/1/99","9/30/06","-"
"BWCYMIXGRS0","3785","10/1/99","9/30/06","-"
"BWDLMNXBRS5","3855","10/1/99","9/30/06","-"
"BWDLSDQACM1","4370","10/1/99","9/30/06","-"
"BWDLSDXARS3","4370","10/1/99","9/30/06","-"
"BWDNGAMARS1","3337","10/1/99","9/30/06","-"
"BWDNNDXARS9","4030","10/1/99","9/30/06","-"
"BWFDTX03CM1","4520","10/1/99","9/30/06","-"
"BWFDTXXADS0","4520","10/1/99","9/30/06","-"
"BWHMMEMARS1","3780","10/1/99","9/30/06","-"
"BWLGFLXARS0","3240","10/1/99","9/30/06","-"
"BWLGKY30CM1","3690","10/1/99","9/30/06","-"
"BWLGKYMACM1","3690","10/1/99","9/30/06","-"
"BWLGKYMACM2","3690","10/1/99","9/30/06","-"
"BWLGKYMADS0","3690","10/1/99","9/30/06","-"
"BWLGKYMASMD","3690","10/1/99","9/30/06","-"
"BWLGKYRVDS0","3690","10/1/99","9/30/06","-"
"BWLGMOEARS3","3900","10/1/99","9/30/06","-"
"BWLGOHXA3MD","1070","10/1/99","9/30/06","-"
"BWLGOHXADS0","1070","10/1/99","9/30/06","-"
"BWLGOKXARS0","4230","10/1/99","9/30/06","-"
"BWLGVAXADS0","4622","10/1/99","9/30/06","-"
"BWLRWIXARS0","4660","10/1/99","9/30/06","-"
"BWMLNJ01DS5","4090","10/1/99","9/30/06","-"
"BWMNNDACCM1","4020","10/1/99","9/30/06","-"
"BWMNNDXARS5","4020","10/1/99","9/30/06","-"
"BWMNPAXBRS0","4300","10/1/99","9/30/06","-"
"BWMNSCXADS0","4340","10/1/99","9/30/06","-"
"BWRVOH45RS1","2270","10/1/99","9/30/06","-"
"BWTNOHXBRS0","4191","10/1/99","9/30/06","-"
"BWTPNJAJCM8","4075","10/1/99","9/30/06","-"
"BWTWNJBTDS5","4071","10/1/99","9/30/06","-"
"BWTWWIXARS0","4680","10/1/99","9/30/06","-"
"BWVLKYXARS1","3690","10/1/99","9/30/06","-"
"BWVLMEBPRS1","3780","10/1/99","9/30/06","-"
"BWVLMNXBRS4","3855","10/1/99","9/30/06","-"
"BWVLNEXLRS0","4050","10/1/99","9/30/06","-"
"BWVLORXXRS0","4250","10/1/99","9/30/06","-"
"BWVLPABRRS0","2060","10/1/99","9/30/06","-"
"BWVLTNMADS1","4410","10/1/99","9/30/06","-"
"BWVLTXDJ1MD","4525","10/1/99","9/30/06","-"
"BWVLTXDJ2MD","4525","10/1/99","9/30/06","-"
"BWVLTXLIDS0","4525","10/1/99","9/30/06","-"
"BWVLTXOLRS0","8109","10/1/99","9/30/06","-"
"BWVLTXTERS0","8109","10/1/99","9/30/06","-"
"BWVYMNXBRS6","3870","10/1/99","9/30/06","-"
"BWWDTX03AMD","8091","10/1/99","9/30/06","-"
"BWWDTXCOCM0","8091","10/1/99","9/30/06","-"
"BWWDTXQACM1","8091","10/1/99","9/30/06","-"
"BWWDTXXADS0","8091","10/1/99","9/30/06","-"
"BXBYOKXADS0","4240","10/1/99","9/30/06","-"
"BXBYOKXBDS0","4240","10/1/99","9/30/06","-"
"BXELMTXCRS1","3945","10/1/99","9/30/06","-"
"BXHLIAXODS0","3400","10/1/99","9/30/06","-"
"BXLYGAES36A","3860","10/1/99","9/30/06","-"
"BXSPKSXARS0","3660","10/1/99","9/30/06","-"
"BXTNNCXA995","4001","10/1/99","9/30/06","-"
"BXTNNCXB986","4001","10/1/99","9/30/06","-"
"BXTRIAXPRS0","3400","10/1/99","9/30/06","-"
"BXTRMNACCM1","4030","10/1/99","9/30/06","-"
"BXTRTNXADS0","2232","10/1/99","9/30/06","-"
"BYBHFLAKCM1","3325","10/1/99","9/30/06","-"
"BYBHFLMA5MD","3325","10/1/99","9/30/06","-"
"BYBHFLMADS0","3325","10/1/99","9/30/06","-"
"BYBONCXA74F","4001","10/1/99","9/30/06","-"
"BYCTMIMNRSA","3800","10/1/99","9/30/06","-"
"BYCYMIBNCM0","3830","10/1/99","9/30/06","-"
"BYCYMIBNCM1","3830","10/1/99","9/30/06","-"
"BYCYMIMNDS0","3830","10/1/99","9/30/06","-"
"BYCYMIWSDS0","3830","10/1/99","9/30/06","-"
"BYCYORXARS0","4262","10/1/99","9/30/06","-"
"BYCYTXBYDS0","2080","10/1/99","9/30/06","-"
"BYCYWIXARS1","4670","10/1/99","9/30/06","-"
"BYDNIAACRS7","3410","10/1/99","9/30/06","-"
"BYFDCOMARS1","3200","10/1/99","9/30/06","-"
"BYFDWI11RS0","4670","10/1/99","9/30/06","-"
"BYFDWIAI1MD","4670","10/1/99","9/30/06","-"
"BYHLMSXADS0","4410","10/1/99","9/30/06","-"
"BYKNVAXARS0","4616","10/1/99","9/30/06","-"
"BYLDMNXB89G","4030","10/1/99","9/30/06","-"
"BYLSILXCRS0","3510","10/1/99","9/30/06","-"
"BYMNALMARS0","3030","10/1/99","9/30/06","-"
"BYMNPR01DS0","4311","10/1/99","9/30/06","-"
"BYMNPRCODS1","4311","10/1/99","9/30/06","-"
"BYMNPRCODS2","4311","10/1/99","9/30/06","-"
"BYNMTXXARS0","4550","10/1/99","9/30/06","-"
"BYNNNJ02DS5","4080","10/1/99","9/30/06","-"
"BYNNNJAXCM8","4080","10/1/99","9/30/06","-"
"BYPKCA11RS0","3178","10/1/99","9/30/06","-"
"BYPTMIMNRSA","3830","10/1/99","9/30/06","-"
"BYRDIAXORS0","2262","10/1/99","9/30/06","-"
"BYRDNEXURS0","4040","10/1/99","9/30/06","-"
"BYRDNMMARS1","4105","10/1/99","9/30/06","-"
"BYRNGAXARS1","3350","10/1/99","9/30/06","-"
"BYRNILXADS0","8543","10/1/99","9/30/06","-"
"BYRNMIBYRSA","3785","10/1/99","9/30/06","-"
"BYRNMNXBDS0","3855","10/1/99","9/30/06","-"
"BYRNNEXCDS0","4050","10/1/99","9/30/06","-"
"BYRNNYBYDS0","2192","10/1/99","9/30/06","-"
"BYRNOKXARS1","4230","10/1/99","9/30/06","-"
"BYRNTXXARS1","4430","10/1/99","9/30/06","-"
"BYRSCOXCDS0","3200","10/1/99","9/30/06","-"
"BYRSOKMARS1","4230","10/1/99","9/30/06","-"
"BYRSTXXARS0","4560","10/1/99","9/30/06","-"
"BYRVMNXBRS8","4030","10/1/99","9/30/06","-"
"BYSDTXBYRS0","4480","10/1/99","9/30/06","-"
"BYSHFLXA84H","3322","10/1/99","9/30/06","-"
"BYSHNYBYDS0","2117","10/1/99","9/30/06","-"
"BYSNTXXADS0","4560","10/1/99","9/30/06","-"
"BYSPMSXADS2","3920","10/1/99","9/30/06","-"
"BYTNMAMARS1","3735","10/1/99","9/30/06","-"
"BYTNOKXBRL0","4240","10/1/99","9/30/06","-"
"BYTNVAXARS0","4622","10/1/99","9/30/06","-"
"BYTWTNXARS0","2232","10/1/99","9/30/06","-"
"BYTWTXCT0MD","4540","10/1/99","9/30/06","-"
"BYTWTXXADS0","2080","10/1/99","9/30/06","-"
"BYTWTXXBDS0","2080","10/1/99","9/30/06","-"
"BYTWTXXBRL0","2080","10/1/99","9/30/06","-"
"BYTWTXXCDS0","2080","10/1/99","9/30/06","-"
"BYTWTXXCRL0","2080","10/1/99","9/30/06","-"
"BYVLAR071MD","3060","10/1/99","9/30/06","-"
"BYVLARLERS1","3060","10/1/99","9/30/06","-"
"BYVLARPO720","3060","10/1/99","9/30/06","-"
"BYVLARPODS0","3060","10/1/99","9/30/06","-"
"BYVLGAXA43A","3350","10/1/99","9/30/06","-"
"BYVLKYMADS0","3670","10/1/99","9/30/06","-"
"BYVLMOXADS0","3905","10/1/99","9/30/06","-"
"BYVLNJ901MD","4071","10/1/99","9/30/06","-"
"BYVLNJ90CM1","4071","10/1/99","9/30/06","-"
"BYVLNJBVDS5","4071","10/1/99","9/30/06","-"
"BYVLNYXARS0","8156","10/1/99","9/30/06","-"
"BYVLOHXADS2","4190","10/1/99","9/30/06","-"
"BYVLWIXARS0","4670","10/1/99","9/30/06","-"
"BYVWIDXXDS1","3420","10/1/99","9/30/06","-"
"BZBYMAPERS1","3741","10/1/99","9/30/06","-"
"BZMNMT111MD","3930","10/1/99","9/30/06","-"
"BZMNMT112MD","3930","10/1/99","9/30/06","-"
"BZMNMT11CM1","3930","10/1/99","9/30/06","-"
"BZMNMT12CM1","3930","10/1/99","9/30/06","-"
"BZMNMTMADS0","3930","10/1/99","9/30/06","-"
"BZTNKSXARS0","3660","10/1/99","9/30/06","-"
"BZWDPAXBDS0","8014","10/1/99","9/30/06","-"
"CABLMOXADS0","8027","10/1/99","9/30/06","-"
"CABLWIXARS0","4670","10/1/99","9/30/06","-"
"CABTARXADS0","3060","10/1/99","9/30/06","-"
"CABTARXARS0","3060","10/1/99","9/30/06","-"
"CABTVTXADS0","4645","10/1/99","9/30/06","-"
"CACHOKMARS1","4230","10/1/99","9/30/06","-"
"CACYCO04CM1","3190","10/1/99","9/30/06","-"
"CACYCOAMWAA","3190","10/1/99","9/30/06","-"
"CACYCOMADS0","3190","10/1/99","9/30/06","-"
"CADDOKMARS1","4230","10/1/99","9/30/06","-"
"CADZKYMADS0","3690","10/1/99","9/30/06","-"
"CADZOHXADS0","4191","10/1/99","9/30/06","-"
"CAFBMSMADS1","3920","10/1/99","9/30/06","-"
"CAHKILAADS0","3900","10/1/99","9/30/06","-"
"CAIRGAXADS1","3330","10/1/99","9/30/06","-"
"CAIRILCFDS0","3455","10/1/99","9/30/06","-"
"CAIRNENWRS1","4040","10/1/99","9/30/06","-"
"CAIRNYCARS0","4130","10/1/99","9/30/06","-"
"CAIRWVXARS1","8304","10/1/99","9/30/06","-"
"CALBPAXCRS2","8014","10/1/99","9/30/06","-"
"CALLMOXADS0","3905","10/1/99","9/30/06","-"
"CALLVAXARS0","4622","10/1/99","9/30/06","-"
"CALMMIMNRSA","3825","10/1/99","9/30/06","-"
"CALMOKXARS0","4230","10/1/99","9/30/06","-"
"CALNARMARS2","3070","10/1/99","9/30/06","-"
"CALRALMARS0","3000","10/1/99","9/30/06","-"
"CALROKXADS1","4230","10/1/99","9/30/06","-"
"CALSMECHRS1","3780","10/1/99","9/30/06","-"
"CALVNYSPRS0","2117","10/1/99","9/30/06","-"
"CALVVACARSM","4590","10/1/99","9/30/06","-"
"CAMPCA11RS0","3160","10/1/99","9/30/06","-"
"CAMPCOXCRS1","3190","10/1/99","9/30/06","-"
"CAMPLAXADS0","3730","10/1/99","9/30/06","-"
"CAMSWAXXDS1","4262","10/1/99","9/30/06","-"
"CANAVAXARS0","8330","10/1/99","9/30/06","-"
"CANDNDXARS9","4030","10/1/99","9/30/06","-"
"CANDNHDERS1","4060","10/1/99","9/30/06","-"
"CANDNYXARS0","4160","10/1/99","9/30/06","-"
"CANNINXADS0","8467","10/1/99","9/30/06","-"
"CANNNHYARS1","4060","10/1/99","9/30/06","-"
"CANNNYXARS0","4130","10/1/99","9/30/06","-"
"CANOKYXARS0","3670","10/1/99","9/30/06","-"
"CANSNYCZRS1","4140","10/1/99","9/30/06","-"
"CANTOKXARS1","4230","10/1/99","9/30/06","-"
"CANVSDXADS1","4370","10/1/99","9/30/06","-"
"CANYKS05RS0","3660","10/1/99","9/30/06","-"
"CAPTNMXCRS1","4105","10/1/99","9/30/06","-"
"CARAOHIACM1","4200","10/1/99","9/30/06","-"
"CARAOHIBCM1","4200","10/1/99","9/30/06","-"
"CARAOHXARS1","4200","10/1/99","9/30/06","-"
"CARBMEHIRS1","3780","10/1/99","9/30/06","-"
"CARLMNXCRS8","3870","10/1/99","9/30/06","-"
"CARMILXEDS0","3467","10/1/99","9/30/06","-"
"CARNOKXADS0","4230","10/1/99","9/30/06","-"
"CARNPACA0MD","2060","10/1/99","9/30/06","-"
"CARNPACADS0","2060","10/1/99","9/30/06","-"
"CAROMIABCM1","3830","10/1/99","9/30/06","-"
"CAROMIXIDS1","3830","10/1/99","9/30/06","-"
"CARRMIXADS0","3800","10/1/99","9/30/06","-"
"CARTNJCADS5","4080","10/1/99","9/30/06","-"
"CARVILAACM1","3455","10/1/99","9/30/06","-"
"CARVILXEDS0","3455","10/1/99","9/30/06","-"
"CARYIDXCDS0","8352","10/1/99","9/30/06","-"
"CARYILCADS0","3435","10/1/99","9/30/06","-"
"CARYNCCE46G","3990","10/1/99","9/30/06","-"
"CARYNCCERS0","3990","10/1/99","9/30/06","-"
"CARYNCCICM3","3990","10/1/99","9/30/06","-"
"CARYNCWSRS0","3990","10/1/99","9/30/06","-"
"CARYOHXARS0","4210","10/1/99","9/30/06","-"
"CASAARXADS0","3060","10/1/99","9/30/06","-"
"CASCMEXARS1","3780","10/1/99","9/30/06","-"
"CASCWIXADS0","4660","10/1/99","9/30/06","-"
"CASHARMARS2","3060","10/1/99","9/30/06","-"
"CASHTXXADS0","4532","10/1/99","9/30/06","-"
"CASTIAXODS0","3410","10/1/99","9/30/06","-"
"CASTLAMARS2","3730","10/1/99","9/30/06","-"
"CASTMECORS1","3780","10/1/99","9/30/06","-"
"CASYIANVCM7","3400","10/1/99","9/30/06","-"
"CASYIAXODS0","3400","10/1/99","9/30/06","-"
"CASYILXCDS0","3480","10/1/99","9/30/06","-"
"CASYNMXCRS1","4125","10/1/99","9/30/06","-"
"CATNMANMRS1","3735","10/1/99","9/30/06","-"
"CATNMICTRS0","8475","10/1/99","9/30/06","-"
"CATNNEXLRS0","4050","10/1/99","9/30/06","-"
"CATNOH45RS1","4190","10/1/99","9/30/06","-"
"CATONYXARS0","2280","10/1/99","9/30/06","-"
"CAVGCAAARS0","3179","10/1/99","9/30/06","-"
"CAVLILXCRS0","3532","10/1/99","9/30/06","-"
"CAVLMOXARS0","2020","10/1/99","9/30/06","-"
"CAVLUTXCRS0","4565","10/1/99","9/30/06","-"
"CAVRSDCORS1","4370","10/1/99","9/30/06","-"
"CAYGIN01RSC","3600","10/1/99","9/30/06","-"
"CAYGTXXARS0","4490","10/1/99","9/30/06","-"
"CAYYPRCODS1","4311","10/1/99","9/30/06","-"
"CBCVAKXADS1","2220","10/1/99","9/30/06","-"
"CBCVNMXARS0","4105","10/1/99","9/30/06","-"
"CBCYINXARS1","3620","10/1/99","9/30/06","-"
"CBCYWIXADS0","4680","10/1/99","9/30/06","-"
"CBDNILXERS0","3455","10/1/99","9/30/06","-"
"CBGRMEXADS0","3780","10/1/99","9/30/06","-"
"CBLSNYZBDS0","4130","10/1/99","9/30/06","-"
"CBMTCA11RS0","3170","10/1/99","9/30/06","-"
"CBRJPRURRS1","4311","10/1/99","9/30/06","-"
"CBRYILXARS0","3442","10/1/99","9/30/06","-"
"CBTWGAXARS1","3860","10/1/99","9/30/06","-"
"CBVLMIXGDS0","3785","10/1/99","9/30/06","-"
"CCAPHI49RS2","7471","10/1/99","9/30/06","-"
"CCBHFLAFRS0","8032","10/1/99","9/30/06","-"
"CCBHFLMADS0","8032","10/1/99","9/30/06","-"
"CCCNCOMADS0","3200","10/1/99","9/30/06","-"
"CCHLCAXF39L","3135","10/1/99","9/30/06","-"
"CCHLMDCLRS0","3770","10/1/99","9/30/06","-"
"CCHRGAMA93A","3350","10/1/99","9/30/06","-"
"CCHRPAXCRS0","4280","10/1/99","9/30/06","-"
"CCHRWIXADSA","8007","10/1/99","9/30/06","-"
"CCHSVAXADS0","4622","10/1/99","9/30/06","-"
"CCMNCAXF98K","3105","10/1/99","9/30/06","-"
"CCMNCAXFDS1","3105","10/1/99","9/30/06","-"
"CCTNMDCLRS0","3770","10/1/99","9/30/06","-"
"CCTSTXXARS1","4430","10/1/99","9/30/06","-"
"CCVLIAANRL1","3410","10/1/99","9/30/06","-"
"CCVLIACORS3","3410","10/1/99","9/30/06","-"
"CCVLMDCHRS0","3750","10/1/99","9/30/06","-"
"CCVLNYXARS0","4160","10/1/99","9/30/06","-"
"CDBGWI15DSA","2240","10/1/99","9/30/06","-"
"CDBLNEXLRS0","4050","10/1/99","9/30/06","-"
"CDCKMOXARS0","8027","10/1/99","9/30/06","-"
"CDCROKXADS0","4240","10/1/99","9/30/06","-"
"CDCYUT07CM2","4565","10/1/99","9/30/06","-"
"CDCYUT08DS0","4570","10/1/99","9/30/06","-"
"CDCYUTAOCM1","4565","10/1/99","9/30/06","-"
"CDCYUTCH0MD","4565","10/1/99","9/30/06","-"
"CDCYUTCO1MD","4570","10/1/99","9/30/06","-"
"CDCYUTMA2MD","4565","10/1/99","9/30/06","-"
"CDCYUTMADS0","4565","10/1/99","9/30/06","-"
"CDFLIACODS0","3370","10/1/99","9/30/06","-"
"CDGVGAXA46A","3350","10/1/99","9/30/06","-"
"CDGVWIXARS0","2240","10/1/99","9/30/06","-"
"CDHLMO51RS0","3900","10/1/99","9/30/06","-"
"CDKNNJCK3MD","4077","10/1/99","9/30/06","-"
"CDKNNJCKDS0","4077","10/1/99","9/30/06","-"
"CDKNNJCKDS1","4077","10/1/99","9/30/06","-"
"CDKYFLMARS0","3250","10/1/99","9/30/06","-"
"CDLCMIMNDS0","3800","10/1/99","9/30/06","-"
"CDLKINCZRSA","3585","10/1/99","9/30/06","-"
"CDLKOKXARS0","4230","10/1/99","9/30/06","-"
"CDMLTXXADS0","4532","10/1/99","9/30/06","-"
"CDOTWIXADSA","4670","10/1/99","9/30/06","-"
"CDPNILXARS0","3435","10/1/99","9/30/06","-"
"CDPNKSXARS0","3660","10/1/99","9/30/06","-"
"CDPTPAAFDS0","8014","10/1/99","9/30/06","-"
